"","SRR8809606","SRR8809607","SRR8809608","SRR8809609","SRR8809610","SRR8809611","SRR8809612","SRR8809613","SRR8809614","SRR8809615","SRR8809616","SRR8809617","SRR8809618","SRR8809619","SRR8809620","SRR8809621","SRR8809622","SRR8809623","SRR8809624","SRR8809625","SRR8809626","SRR8809627","SRR8809628","SRR8809629","SRR8809630","SRR8809631","SRR8809632","SRR8809633","SRR8809634","SRR8809635","SRR8809636","SRR8809637","SRR8809638","SRR8809639","SRR8809640","SRR8809641","SRR8809642","SRR8809643"
"Vangl1",0,1,62,4,0,0,0,0,0,0,9,10,4,0,0,0,0,0,0,0,318,0,4,0,0,167,0,0,0,0,32,0,0,7,0,0,0,0
"Vangl2",535,0,215,121,8,213,0,333,18,144,443,2,20,400,7,25,15,144,3,1034,47,49,420,5,38,2,0,0,0,0,26,219,17,57,16,450,2,9
"Vapa",1294,467,1878,308,146,800,680,346,1446,1830,6058,3275,2080,3337,1654,1797,1542,898,3532,5364,410,1637,2299,1563,275,3181,583,124,864,1867,1440,2971,51,194,605,3397,845,2210
"Vapb",245,36,184,16,6,120,19,17,3,48,418,451,247,279,22,133,6,113,419,207,42,338,577,157,78,0,18,19,21,0,11,0,43,616,80,447,2,98
"Vars",1388,22,433,57,3,670,3,260,759,678,293,168,967,945,483,101,23,4,696,1381,248,476,209,4,39,0,0,0,0,0,8,0,47,32,0,40,11,1090
"Vars2",0,0,139,50,0,3,0,0,397,40,0,360,215,0,0,33,1,221,203,296,33,243,482,1,1,0,18,0,0,0,0,0,67,0,0,0,59,0
"Vash1",0,2,4,172,0,3,1,4,0,511,83,1,440,0,49,22,0,1,20,48,343,117,526,3,4,0,0,0,0,0,2,0,3,64,31,0,0,23
"Vash2",0,0,0,17,0,0,0,0,0,0,0,3259,0,0,0,0,0,0,1,37,0,13,0,0,1,0,0,0,0,0,137,0,0,0,146,0,0,0
"Vasn",2,18,29,4,0,10,0,1,162,0,0,47,65,129,29,7,0,49,64,0,0,35,3,0,1,0,0,20,0,0,9,0,31,2,3,0,0,0
"Vasp",25,8,66,0,0,154,0,11,0,0,0,0,23,11,18,38,39,17,39,2,0,19,0,0,48,219,0,0,51,0,29,0,13,0,24,0,49,0
"Vat1",71,66,0,0,0,0,3,0,157,3,1,0,18,116,8,1,152,62,81,6,12,0,0,0,92,0,78,0,0,0,1,0,0,26,0,58,0,0
"Vat1l",0,0,1,0,15,0,0,1,0,18,0,0,0,0,3,0,1,2,0,0,3,0,0,0,74,0,32,3,2,45,0,11,5,2,9,0,2,0
"Vaultrc5",231,0,8,0,0,1,0,18,0,9,2,0,8,1,0,3,0,0,0,0,0,0,0,0,36,0,0,0,0,0,53,0,0,0,49,130,0,0
"Vav1",0,0,0,0,0,9,25,0,0,0,15,0,2,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0
"Vav2",0,0,0,44,0,0,0,0,0,0,78,3,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vav3",77,1,592,200,18,754,315,158,43,502,405,0,703,221,574,368,275,182,277,262,83,550,399,1,11,0,0,44,149,10,717,17,0,265,9,133,1,101
"Vax1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0
"Vax2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vax2os",0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Vbp1",1,0,455,186,1353,0,0,587,678,1018,1584,879,311,1084,280,531,718,39,1147,1236,143,771,1093,0,119,1384,0,325,82,628,431,2423,79,488,31,1752,1411,468
"Vcam1",0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,457,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,579,0,0
"Vcan",0,2,0,330,0,0,0,144,0,31,0,1,74,0,0,3,0,1,0,0,0,16,0,0,338,0,0,0,0,0,0,0,8,8,1,0,128,0
"Vcl",44,27,195,0,0,321,2,113,107,358,7,2,349,158,41,446,0,212,224,7,14,64,1410,0,0,157,0,0,0,0,11,0,295,7,0,0,1,95
"Vcp",979,368,304,363,292,640,1082,676,1070,380,2150,486,1650,2569,1975,2385,475,800,1145,1310,261,562,920,637,424,969,822,1610,1101,1100,1016,666,627,720,447,766,1347,462
"Vcpip1",84,21,689,216,43,65,439,443,650,375,893,26,811,912,793,219,9,719,783,799,5,353,1247,968,57,667,65,515,418,632,250,78,100,6,3,1,20,101
"Vcpkmt",333,74,293,42,0,141,190,187,17,29,778,596,203,437,345,274,0,127,392,89,2,117,288,84,0,0,2,0,0,434,0,0,1,532,0,609,0,52
