Group	Gene_name
group_6955	GPT11
group_6956	KIF3B
group_6957	DC2I2
group_6958	GLGB
group_6959	CCD50
group_695	RANB3
group_6960	FAHD2
group_6962	OSBL1
group_6963	BDH
group_6964	HNRDL
group_6965	TOM70
group_6966	GPDM
group_6967	ROA2
group_6969	CRK
group_696	ZN638
group_6970	GPC5B
group_6971	VIGLN
group_6972	RHG01
group_6973	UBP32
group_6974	AMZ2
group_6975	OAF
group_6976	MRTFB
group_6977	MPV17
group_6979	NPRL2
group_697	MFN2
group_697	MFN1
group_6980	NDUS1
group_6981	MOC2B
group_6982	GABR2
group_6983	CHSTA
group_6984	RSMN
group_6985	PARL
group_6986	PSMD1
group_6987	PSMD6
group_6988	SG196
group_6989	RS10
group_698	MED23
group_6990	OTULL
group_6991	DNJC5
group_6992	CHST1
group_6993	TKT
group_6994	CUL3
group_6995	DKC1
group_6996	CD166
group_6997	NMD3
group_6998	SENP7
group_6999	E2AK3
group_699	GABP1
group_69	TNIK
group_69	MINK1
group_69	M4K4
group_6	MRP5
group_6	MRP7
group_6	DLK2
group_6	MRP1
group_6	MRP4
group_6	ABCC8
group_7001	GLOD4
group_7002	T185A
group_7002	T185B
group_7003	CAB45
group_7005	CYBP
group_7006	KLH11
group_7007	CFA97
group_7008	S2536
group_7009	RL36A
group_700	ATP9B
group_700	ATP9A
group_7010	NPM
group_7011	ENAH
group_7012	ERO1A
group_7013	ADPRH
group_7014	TCPD
group_7015	BCAR1
group_7016	DLP1
group_7017	FA98A
group_7018	S35A1
group_7019	APBP2
group_701	L2GL1
group_701	FLII
group_7020	GRHPR
group_7022	KHDR1
group_7023	CDK9
group_7024	TX264
group_7025	F217B
group_7026	RFWD3
group_7027	DNJB2
group_7028	ZCRB1
group_7029	UTP6
group_702	44447
group_702	44445
group_702	44450
group_7030	TILB
group_7031	TIM44
group_7032	TM7S3
group_7033	AKA12
group_7034	KNOP1
group_7035	ABRX2
group_7036	ATGA1
group_7038	PWP1
group_7039	F10C1
group_703	GBF1
group_7041	ELP4
group_7044	44446
group_7045	PPCE
group_7046	CATZ
group_7047	SAE1
group_7048	TRI32
group_7049	BCS1
group_704	ATG2B
group_704	ATG2A
group_7050	MSL1
group_7051	ABHD4
group_7052	ASB8
group_7053	GPM6B
group_7054	LRP11
group_7055	PPT2
group_7056	CHKA
group_7058	PJA2
group_7059	VATA
group_705	INT11
group_7060	F117B
group_7061	NTF2
group_7062	S18B1
group_7063	EGLN1
group_7064	SIR3
group_7065	VCIP1
group_7067	CCD71
group_7068	BL1S2
group_7069	ZBTB9
group_706	SCAF8
group_7070	EM55
group_7071	TULP4
group_7072	FHL1
group_7073	MAGI3
group_7074	PCCB
group_7075	CARF
group_7076	HNRL2
group_7077	GBRD
group_7078	RS27A
group_7078	UBIQP
group_7079	XRCC5
group_707	OTU7A
group_707	OTU7B
group_7080	BRF2
group_7081	CD123
group_7082	SIM29
group_7083	PQBP1
group_7084	LACB2
group_7085	PEX2
group_7086	DHX40
group_7087	MICU1
group_7088	DCBD1
group_7089	BGLR
group_7090	HOME2
group_7091	TPD54
group_7092	PAHX
group_7093	LZTL1
group_7094	VPS45
group_7096	ARP6
group_7097	AKCL2
group_7098	PLAT3
group_7099	DECR2
group_70	EMAL1
group_70	EMAL2
group_70	EMAL4
group_7101	SNPC3
group_7102	VTI1A
group_7103	T150C
group_7104	GLO2
group_7105	AGM1
group_7106	UBFD1
group_7107	IKZF5
group_7109	MTO1
group_7110	OMA1
group_7111	ZNRF1
group_7112	MTEF2
group_7113	BCL6
group_7113	BACH1
group_7114	TBC20
group_7115	DCAF4
group_7116	THIL
group_7117	PLRG1
group_7118	NRIP1
group_7119	MAT2B
group_7120	AL3A2
group_7121	CRTC1
group_7122	KCC2A
group_7123	DCAF5
group_7124	SAR1A
group_7125	ACDSB
group_7126	TYDP2
group_7127	HERP2
group_7128	THAP4
group_7129	S22AH
group_7130	DJC14
group_7131	PDZD8
group_7132	DEK
group_7133	CB5D1
group_7134	PDP1
group_7135	DTBP1
group_7136	G6PD1
group_7137	GOPC
group_7138	OTU6B
group_7139	LPCT4
group_7140	RL3
group_7141	NAGK
group_7142	MLX
group_7143	PAXI1
group_7144	B3GL1
group_7145	CAMKV
group_7146	TCAL1
group_7147	CE051
group_7148	KBTB2
group_7149	RB39B
group_7150	ZN490
group_7150	ZN671
group_7151	SYNG1
group_7152	NDUB9
group_7153	CTL2A
group_7153	CTL2B
group_7154	SMD3
group_7155	MMAA
group_7156	PPM1L
group_7158	PUR6
group_7159	LONP2
group_7160	CYR1A
group_7160	CYHR1
group_7161	GPAM1
group_7162	CK068
group_7163	DJB11
group_7165	TM128
group_7166	OXND1
group_7168	ATP5J
group_7169	NOP58
group_7170	PDIA1
group_7170	PDIA4
group_7171	OGFR
group_7172	MYADM
group_7173	PRP6
group_7174	GHC1
group_7175	PRC2B
group_7177	SORT
group_7178	NIPA2
group_7179	GLRX1
group_7181	TBCB
group_7183	LEO1
group_7184	LRC24
group_7185	UMPS
group_7186	TNIP1
group_7187	EXOG
group_7188	EXOG
group_7189	RU17
group_718	SAHH3
group_718	SAHH2
group_7190	D39U1
group_7191	AT5G1
group_7192	RFIP2
group_7193	CPIN1
group_7195	DTNA
group_7197	CCNT1
group_7198	ZFP1
group_7199	ZFP2
group_719	SNPH
group_71	MYCPP
group_71	DEN4B
group_71	DEN4C
group_7200	CNRP1
group_7201	RIFK
group_7202	ZFAN6
group_7203	VAPB
group_7204	RNF13
group_7205	AL7A1
group_720	ATLA2
group_720	ATLA1
group_720	ATLA3
group_721	XPP1
group_722	NLGN1
group_722	NLGN3
group_722	NLGN2
group_723	NR4A2
group_723	NR4A1
group_724	CCAR2
group_725	ARMC8
group_726	ITPI2
group_727	SPSB3
group_728	CACP
group_729	KCTD3
group_729	SHKB1
group_72	GRM5
group_72	GRM3
group_72	GRM7
group_72	GRM8
group_72	GRM1
group_72	GRM2
group_730	ARNT2
group_730	ARNT
group_731	UBA6
group_731	UBA1
group_731	UBA7
group_732	MTMR7
group_732	MTMR6
group_733	HTF4
group_733	ITF2
group_734	VPS51
group_735	RPC3
group_736	DPP8
group_736	DPP9
group_737	ANC2
group_738	UN13A
group_738	UN13C
group_739	IF4G2
group_73	PITM1
group_73	PITM2
group_740	M3K5
group_742	KTN1
group_743	NT5D3
group_743	NT5D2
group_744	CSN1
group_744	DUS1L
group_745	EST1A
group_746	ANR28
group_74	ROBO2
group_74	ROBO3
group_74	ROBO1
group_75	FAT1
group_75	FAT4
group_75	FAT3
group_75	PCD16
group_768	TEX10
group_769	KMT2E
group_770	GLT16
group_770	GLT14
group_770	GALT2
group_771	PAPD7
group_771	PAPD5
group_772	ATG9A
group_773	PRC2C
group_774	MPRIP
group_775	PARP1
group_776	K1109
group_777	FARP1
group_777	FARP2
group_778	TRM1
group_779	SIN3A
group_779	SIN3B
group_77	ABCA5
group_77	ABC8B
group_77	ABCA9
group_780	RASA3
group_780	RASA2
group_781	KAT2A
group_782	COQ8A
group_782	COQ8B
group_783	LYST
group_784	GBRA5
group_784	GBRA1
group_784	GBRA2
group_785	PDZD4
group_785	PZRN3
group_785	PZRN4
group_786	DC1I2
group_786	DC1I1
group_787	FLII
group_788	SYVN1
group_788	RM49
group_789	RCBT2
group_789	RCBT1
group_790	AT1A2
group_790	AT1A3
group_790	AT1A1
group_791	TNPO2
group_791	TNPO1
group_793	ZFR
group_793	ZFR2
group_794	MPPB
group_794	QCR1
group_795	DEN1A
group_795	DEN1B
group_796	RAEL1
group_796	RAE1L
group_797	RIMB2
group_7989	PRP19
group_798	ZN335
group_7990	TPM4
group_7991	TOIP1
group_7992	SOCS5
group_7993	TMM60
group_7994	KAD5
group_7995	DCPS
group_7996	RTN4
group_7997	CXA1
group_7998	LMBD2
group_7999	PPM1D
group_799	MABP1
group_79	CLAP1
group_79	CLAP2
group_7	TEN2
group_7	TEN4
group_7	TEN3
group_7	TEN1
group_8000	CFAH
group_8001	TSN5
group_8002	UBE2Z
group_8003	WIPI4
group_8004	TTC9C
group_8005	PITC1
group_8006	CMGA
group_8007	CADM3
group_8008	PGAP4
group_8009	AT5F1
group_800	SIDT1
group_800	SIDT2
group_8010	MNARL
group_8012	CETN2
group_8013	CIART
group_8015	CCNY
group_8016	EKI1
group_8017	YRDC
group_8017	MANEL
group_8018	RAB18
group_8019	TAPT1
group_801	ABCF3
group_8020	MED24
group_8021	GORS2
group_8022	PHLP
group_8023	INGR2
group_8024	PKHO1
group_8025	ASND1
group_8028	EEPD1
group_8029	PYGO2
group_802	CTND2
group_802	PKP4
group_8030	UBE2F
group_8030	UB2FA
group_8031	DPP3
group_8032	GHITM
group_8033	FAXC
group_8034	SUCB1
group_8035	WASL
group_8036	HNRPK
group_8037	ANKH
group_8038	MOGS
group_8039	B2L13
group_803	CAN2
group_803	CAN3
group_8040	TM40L
group_8041	SPTC2
group_8042	SSRA
group_8043	IGS21
group_8044	PIGU
group_8045	ATMIN
group_8046	R7BP
group_8047	RL4
group_8048	CF089
group_8049	U1SBP
group_804	HGS
group_8050	EIF1
group_8051	DPM1
group_8052	ASNS
group_8053	ACHB2
group_8054	NGAP
group_8055	RUVB1
group_8056	CDC5L
group_8057	K1107
group_8059	CD11B
group_805	DPF1
group_805	DPF3
group_8060	TAFA1
group_8061	ELOC
group_8062	ADPPT
group_8063	RL30
group_8064	NDUF5
group_8065	PAK6
group_8066	CWC27
group_8067	SHRPN
group_8068	PPM1K
group_8069	VPS50
group_806	MGT4B
group_806	MGT4A
group_8070	RM47
group_8071	SEH1
group_8073	SMD2
group_8074	TXNL1
group_8075	UBP30
group_8076	PLPL2
group_8077	DCLK2
group_8078	GOT1B
group_8079	LIGO1
group_807	TRXR1
group_807	TRXR2
group_8080	KPBB
group_8081	HEY1
group_8083	TTC5
group_8084	TF2H4
group_8085	UTP23
group_8086	DUS8
group_8087	EXOC4
group_8088	LDAH
group_8089	ABHDD
group_808	TBK1
group_8090	BRD1
group_8091	RIC8B
group_8092	NEUFC
group_8093	ZDHC7
group_8094	FAKD5
group_8095	CRCDL
group_8096	MBP
group_8098	ZFYV1
group_8099	MARH6
group_809	IGDC4
group_809	PRTG
group_8100	CCNI
group_8101	GABT
group_8102	PSN1
group_8103	FEZ1
group_8105	MPCP
group_8105	MPCP3
group_8106	GCYB1
group_8107	FBX33
group_8108	RS4
group_8109	MIER1
group_810	NRBP
group_810	NRBP2
group_8110	SGTB
group_8111	NISCH
group_8112	GUAD
group_8113	AUP1
group_8114	C1D
group_8115	NACC1
group_8116	DHI1
group_8117	NDUF3
group_8118	CLIP3
group_8119	GPT2L
group_811	IF2M
group_8120	SCP2
group_8121	CCM2
group_8122	MFHA1
group_8123	FUCO2
group_8124	CFDP1
group_8125	NJMU
group_8126	MIC19
group_8127	USF1
group_8128	SNUT2
group_8129	T126B
group_8130	NUDC
group_8131	MLC1
group_8132	BAG5
group_8133	TACAN
group_8134	OGRL1
group_8135	SAMD8
group_8136	CASD1
group_8137	PIGP
group_8138	SSRD
group_8139	KIN17
group_8140	GPR62
group_8141	LLPH
group_8142	NNRD
group_8143	MCUR1
group_8144	TRIB2
group_8145	KLH22
group_8146	RASF5
group_8148	STX17
group_8149	ODBB
group_8150	SMCA2
group_8151	AFF3
group_8152	RLBP1
group_8153	SC22A
group_8154	LCAT
group_8155	ISCU
group_8156	S2551
group_8157	PRCC
group_8158	FBLN3
group_8160	EFC14
group_8161	COMD4
group_8163	STAR3
group_8164	PFD6
group_8165	RN185
group_8166	ALG1
group_8167	GLCE
group_8169	RHOQ
group_8170	CSDC2
group_8171	VPS36
group_8172	PRDM2
group_8173	NCOA1
group_8174	TRPT1
group_8175	DCA13
group_8176	PSMD7
group_8176	RPN8
group_8178	NUB1
group_8179	RB40B
group_8180	ZFAN1
group_8181	MRS2
group_8182	BSDC1
group_8183	UBXN7
group_8184	RL7L
group_8185	RAP1B
group_8186	ADAP1
group_8187	SAC1
group_8188	K0513
group_8189	NSF
group_8190	ANM2
group_8191	RPF2
group_8192	ARPC2
group_8193	FBX42
group_8194	BHLH9
group_8195	NCBP1
group_8196	ALG5
group_8197	FA76A
group_8198	HACD3
group_8199	TPPP
group_81	SYNE1
group_81	SYNE2
group_8200	PRS4
group_8201	SH3G3
group_8203	ATF6A
group_8204	MRS2
group_8205	AP3S2
group_8206	PDC6I
group_8207	DKK3
group_8208	BAIP2
group_8210	PININ
group_8211	IF1A
group_8212	IGHM
group_8213	EIF3C
group_8214	PRS6B
group_8215	TM183
group_8216	XIAP
group_8217	HSF2
group_8218	PPP6
group_8219	IL33
group_8220	MSRA
group_8221	RIDA
group_8222	PRP18
group_8223	DERPC
group_8224	UBR7
group_8225	XBP1
group_8226	T184C
group_8227	KCTD6
group_8229	MARE1
group_8230	ASTRB
group_8230	ASTRA
group_8231	NDUF2
group_8232	GLU2B
group_8234	TM14C
group_8236	EDC3
group_8237	MIPEP
group_8238	WDR61
group_8239	CYC
group_8240	IVD
group_8241	VMP1
group_8242	TAU
group_8243	TTL
group_8244	ABHDA
group_8245	NPY1R
group_8246	CLPP
group_8247	RTCB
group_8248	HERP1
group_8250	DNLI4
group_8251	SMAP
group_8252	RL1D1
group_8253	RAD21
group_8254	NRBF2
group_8255	MMP17
group_8256	RNF14
group_8257	TMTC1
group_8258	F124A
group_8259	PDIA3
group_8260	CN37
group_8261	NOG1
group_8262	ST65G
group_8263	TROP
group_8264	ZNF12
group_8264	ZN345
group_8265	BEX4
group_8266	MKKS
group_8267	SERA
group_8268	HAP1
group_8269	SRP68
group_8270	VRK3
group_8271	LDB1
group_8272	TBCD5
group_8273	OPRX
group_8274	CCG4
group_8275	PP16B
group_8276	F219A
group_8277	SUV3
group_8278	CCNL1
group_8280	PEN2
group_8281	CWC22
group_8282	CA216
group_8283	PK3C3
group_8285	MO4L2
group_8286	GNS
group_8287	VDAC3
group_8288	RIPR1
group_8289	TP4A1
group_8290	LC7L2
group_8292	SNAA
group_8293	SIA7F
group_8294	G3P
group_8295	NEGR1
group_8296	CGBP1
group_8297	ACATN
group_8298	RWD2A
group_82	DPOG1
group_8300	KIFA3
group_8301	ICEF1
group_8302	KT222
group_8303	WDR1
group_8304	CHAP1
group_8305	DIRA2
group_8305	DIRA1
group_8306	ADNP2
group_8307	ICA69
group_8308	ERF1
group_8309	BFAR
group_8310	SND1
group_8311	BUB3
group_8312	DDRGK
group_8313	TSN31
group_8314	PP1R8
group_8315	RBM18
group_8316	GO45
group_8317	TTL11
group_8318	PDIP2
group_8320	SYRC
group_8321	TM50B
group_8322	RSH3B
group_8322	RSH3A
group_8323	PGCB
group_8324	CNBP
group_8325	RS18
group_8326	CSN4
group_8327	TF
group_8328	CD63
group_8329	TF2B
group_8330	IP6K1
group_8331	Z804A
group_8333	PLCC
group_8334	SMAP1
group_8335	GFRA2
group_8336	LORF1
group_8338	RM02
group_8339	FCGRN
group_8340	EHMT2
group_8341	UBAC2
group_8342	UBE2S
group_8345	RB11A
group_8346	KCNJ3
group_8347	DHDDS
group_8348	HIPK1
group_8349	JPH4
group_8350	R4RL2
group_8351	IMPA3
group_8352	MEPCE
group_8353	CHKB
group_8354	EGR1
group_8355	TXD17
group_8356	LXN
group_8357	MCU
group_8358	TT30B
group_8359	BRMS1
group_8360	RN114
group_8362	AMER3
group_8363	AT5G2
group_8365	CUTA
group_8366	P4HTM
group_8367	RT27
group_8368	ZFP39
group_8369	ZN281
group_8370	CPNE8
group_8370	CPNE9
group_8371	WDR5
group_8371	WDR5B
group_8372	NIPA
group_8373	U2AF4
group_8375	SFXN4
group_8377	FGGY
group_8378	G3BP1
group_837	ROCK2
group_837	ROCK1
group_8380	ODPX
group_8381	AKAP5
group_8382	LRTM2
group_8383	WWOX
group_8384	APC15
group_8385	ASB13
group_8386	DDT4L
group_8388	TM219
group_8389	MIER2
group_838	RHG07
group_838	STA13
group_8390	VAC14
group_8391	GDAP1
group_8392	SIAT2
group_8393	NEC2
group_8394	SMU1
group_8395	PLPL6
group_8396	TSYL4
group_8397	ATG7
group_8398	LHPL4
group_8399	SODC
group_839	NEDD4
group_839	NED4L
group_8400	RNAS4
group_8401	TM10B
group_8402	LMAN2
group_8403	S17A5
group_8405	ARC
group_8406	IMPCT
group_8407	HOME1
group_8408	NPL4
group_8409	RPR1A
group_840	SC24C
group_840	SC24D
group_8410	GLYG
group_8411	SPSY
group_8412	STMN2
group_8412	STMN1
group_8414	GP158
group_8415	AMFR
group_8416	ZN330
group_8417	CDIP1
group_8418	CSPG5
group_8419	RN168
group_841	KANL1
group_8421	KLF3
group_8422	NP1L4
group_8423	LRRT2
group_8424	SCPDL
group_8425	ODO2
group_8426	PIPNB
group_8427	TALDO
group_8428	SP140
group_8429	LCMT1
group_842	ZZZ3
group_8430	VA0D1
group_8431	CDKL5
group_8432	GDIR1
group_8433	NDEL1
group_8434	U2AF2
group_8435	NEUL1
group_8436	GPM6A
group_8437	PAIRB
group_8438	E2F6
group_8439	UBAP1
group_843	NADK
group_8440	IP6K2
group_8442	KCNK1
group_8443	ELOV1
group_8445	SRSF3
group_8446	GOGA5
group_8447	COQ2
group_8448	ERRFI
group_8449	MARH5
group_844	ERG28
group_8450	FCGR3
group_8451	44257
group_8452	ADHX
group_8453	CALB1
group_8454	ABHD8
group_8455	MCTS2
group_8455	MCTS1
group_8456	SF3B2
group_8458	PON2
group_8459	CK024
group_845	K0319
group_845	K319L
group_8460	LFG2
group_8461	CY1
group_8462	CNPY3
group_8463	SCNM1
group_8464	PAFA
group_8465	NXPE3
group_8466	KBP
group_8467	G6PI
group_8468	SIA8E
group_8469	GFAP
group_846	KPRA
group_846	KPRB
group_8470	FACE1
group_8472	S39A6
group_8473	SGT1
group_8474	GET3
group_8475	6PGD
group_8475	6PGD1
group_8476	DAG1
group_8477	CNNM1
group_8479	TEBP
group_847	KC1G2
group_847	KC1G3
group_847	KC1G1
group_8480	ODPB
group_8481	ORML3
group_8482	KLH24
group_8483	CDK5
group_8484	AASD1
group_8486	RPB11
group_8487	TMM43
group_8488	RGS17
group_8489	QSPP
group_848	AMRA1
group_8490	PDIA4
group_8491	APOD
group_8492	SHOC2
group_8493	CCD92
group_8494	PGBD5
group_8495	DDX6
group_8496	M1IP1
group_8498	PCNP
group_8499	TM248
group_849	PI51C
group_849	PI51A
group_849	PI51B
group_84	DOCK4
group_84	DOCK3
group_84	DOCK1
group_84	DOCK2
group_8500	GRRE1
group_8501	CG025
group_8502	STK40
group_8503	CCNL1
group_8503	CCNL2
group_8504	RB33A
group_8505	NRSN1
group_8506	CK049
group_8508	HMGB3
group_8509	GDS1
group_850	UBP19
group_8510	TOM34
group_8511	PTH2
group_8512	C1GLT
group_8514	PLCA
group_8515	BCL7B
group_8516	MP2K1
group_8517	ZN700
group_8517	ZN791
group_8517	ZN709
group_851	F16B1
group_851	F16B2
group_852	SACS
group_853	AUXI
group_853	GAK
group_854	SSRP1
group_855	ITA6
group_855	ITA3
group_855	ITA7
group_856	GOGA3
group_857	GCP5
group_858	AKIB1
group_859	CHD5
group_859	CHD3
group_859	CHD4
group_85	SCN8A
group_85	SCN2A
group_85	SCN1A
group_85	SCN3A
group_860	KCNA6
group_860	KCNA1
group_860	KCNA2
group_860	KCNA4
group_861	SETD2
group_862	HECD3
group_863	EVI5L
group_863	EVI5
group_865	STPAP
group_866	TAF2
group_867	ECD
group_868	WASC2
group_869	NIN
group_86	FYN
group_86	LYN
group_86	YES
group_86	SRC
group_870	NEO1
group_870	KCMA1
group_870	DCC
group_871	VGLU1
group_872	AGRA3
group_872	AGRA2
group_873	NTNG1
group_873	NTNG2
group_88	DMXL2
group_88	NRX3A
group_88	DMXL1
group_890	CDK17
group_890	CDK16
group_891	HERC2
group_892	FBW1B
group_892	FBW1A
group_893	FBX34
group_894	CLCN3
group_894	CLCN4
group_895	LIMK1
group_895	LIMK2
group_896	ESYT2
group_896	ESYT1
group_897	RBM6
group_898	MYO6
group_899	USPL1
group_89	SETB1
group_89	CERS2
group_8	CAC1A
group_8	CAC1B
group_8	CAC1E
group_8	CAC1C
group_8	CAC1D
group_900	DISP2
group_900	DISP1
group_901	CARM1
group_901	YIPF2
group_902	UFO
group_902	TYRO3
group_902	MERTK
group_903	AKTIP
group_903	RBL2
group_904	SYT16
group_905	CIC
group_906	KCNN2
group_906	KCNN3
group_907	RGRF1
group_907	RGRF2
group_908	YTDC1
group_909	CEPT1
group_909	CHPT1
group_90	FMNL1
group_90	FMNL2
group_910	IRAK1
group_911	FBXL2
group_911	FXL20
group_912	S20A1
group_912	S20A2
group_913	GNDS
group_914	RN123
group_915	FAD1
group_917	AIFM3
group_918	COG5
group_919	CABL2
group_91	ERC2
group_91	RB6I2
group_92	TRPC1
group_92	TRPC6
group_92	TRPC5
group_92	TRPC4
group_93	TLN2
group_93	TLN1
group_941	CSTN3
group_941	CSTN1
group_941	CSTN2
group_942	ELMO2
group_942	ELMO1
group_943	MON2
group_944	DEDD
group_945	IMDH2
group_945	IMDH1
group_946	ASTN1
group_946	ASTN2
group_947	MBD5
group_948	SMCA2
group_948	SMCA4
group_949	PELI1
group_949	PELI3
group_949	PELI2
group_951	SHAN1
group_952	CERS2
group_952	SETB1
group_953	DZIP1
group_954	FNBP1
group_954	FBP1L
group_955	APBB1
group_955	APBB2
group_956	S61A2
group_956	S61A1
group_957	NPAS2
group_957	CLOCK
group_958	KIF3C
group_958	KIF3A
group_958	KIF3B
group_959	GLT17
group_959	GALT9
group_959	GLT18
group_95	SC16A
group_960	CNOT6
group_960	CNO6L
group_961	HNRL1
group_961	HNRPU
group_962	HNRPL
group_962	HNRLL
group_9632	KCIP1
group_9633	AAKG1
group_9634	NDRG3
group_9634	NONO
group_9635	ASM3A
group_9636	GAG
group_9636	POL
group_9637	MAZ
group_9638	NETR
group_9639	ZRAB2
group_963	FASTK
group_9640	WDR41
group_9642	KBTB7
group_9643	PGK1
group_9644	ZFP91
group_9645	WBP2
group_9646	CHIN
group_9647	RL10
group_9649	ARMC1
group_964	LRC40
group_9650	ZN770
group_9651	EF1G
group_9652	CMS1
group_9653	TSN5
group_9654	BMI1
group_9655	HYES
group_9656	NFL
group_9657	DPOE3
group_9658	REN3A
group_9659	NGRN
group_965	CNO10
group_9660	NF2L1
group_9663	TXND9
group_9664	VCAM1
group_9665	FTO
group_9666	ADDA
group_9667	VMA21
group_9668	VATB2
group_9668	VATB
group_9669	PNRC1
group_966	SCMC3
group_966	SCMC2
group_9670	RS15A
group_9671	QOR
group_9672	GHC2
group_9673	NCS1
group_9674	ZSWM1
group_9675	ESTD
group_9676	RALA
group_9677	GSHR
group_9678	FUMH
group_9678	FUM1
group_9679	CHM2B
group_9680	GCR
group_9681	CALU
group_9682	RPC10
group_9683	TMM68
group_9684	TM165
group_9685	GRASP
group_9686	AA1R
group_9687	LRC42
group_9688	LNEBL
group_968	UH1BL
group_9691	CERS4
group_9693	ASPH1
group_9694	T2EB
group_9695	ADPRM
group_9697	NCPR
group_9699	PGES2
group_969	CHD5
group_969	CHD3
group_969	CHD4
group_96	AGRB3
group_96	AGRB1
group_96	AGRB2
group_9700	HIBCH
group_9701	F133B
group_9702	HEM4
group_9703	CF298
group_9704	CCSAP
group_9705	S35B1
group_9706	RFTN2
group_9707	QCR2
group_9708	PMM1
group_9709	TGO1
group_970	TOX4
group_9710	HDGF
group_9711	RN112
group_9712	SPF45
group_9713	VEZF1
group_9715	ADK
group_9716	FXL16
group_9717	PSD10
group_9719	MTEF4
group_971	CGAT2
group_971	CGAT1
group_9720	BIEA
group_9721	MED29
group_9722	RL13A
group_9723	MSD3
group_9724	AL14E
group_9725	PAMR1
group_9726	GIPC1
group_9727	MLF2
group_9728	CIAO1
group_9729	SNX25
group_972	PAQR1
group_972	PAQR2
group_9730	MED6
group_9731	TRIP4
group_9732	RM18
group_9733	BL1S1
group_9734	ARL4A
group_9735	OCTC
group_9736	SIA4B
group_9737	RASM
group_9738	SRCAP
group_973	P2R3A
group_9740	ADX
group_9741	SRGN
group_9742	TM130
group_9743	CUED2
group_9744	FA98B
group_9745	PKHJ1
group_9746	YIPF1
group_9747	TM2D1
group_9748	CADM4
group_9749	NDUB3
group_974	ZN426
group_9750	LMBL2
group_9751	VPS18
group_9752	EDNRB
group_9753	ZFP27
group_9754	RBM3
group_9756	AL9A1
group_9757	ZBT22
group_9758	SHSA9
group_9759	CYGB
group_975	E2AK4
group_9760	USF2
group_9761	RAI2
group_9762	TLE1
group_9762	TLE4
group_9764	DRG2
group_9766	RAPH1
group_9767	CLMN
group_9768	IKIP
group_9769	GMDS
group_976	S39A7
group_9771	UBAD1
group_9771	UBAD2
group_9772	MTCH2
group_9773	DNJB6
group_9774	JUNB
group_9775	PPIE
group_9776	CABYR
group_9777	RTF2
group_9778	CBPE
group_9779	NUCB1
group_977	B4GT2
group_977	B4GT3
group_9781	LORF2
group_9781	LORF1
group_9782	LSAMP
group_9784	GPR19
group_9787	PSA3
group_9788	ARF5
group_9789	ANR40
group_978	CDKL3
group_9790	ODPA
group_9791	UMAD1
group_9792	PCMD1
group_9793	SCN1B
group_9794	GHC1
group_9795	SPRE2
group_9796	F149A
group_9798	JOS1
group_9799	STAR7
group_979	COG5
group_97	ABLM2
group_97	ABLM1
group_97	ABLM3
group_9800	SUMF1
group_9802	BOD1
group_9803	PLRKT
group_9804	DEND
group_9805	5HT2C
group_9806	ATPG
group_9807	R3HD4
group_9808	KAISO
group_9809	SC5D
group_9810	RPP14
group_9811	TCP4
group_9812	SYEP
group_9813	CCNH
group_9814	RL17
group_9815	CHM1A
group_9816	DJC27
group_9817	THIC
group_9817	TCPA
group_9818	KCD17
group_9819	SNX16
group_9820	CGT
group_9821	CH10
group_9822	CE024
group_9823	UVRAG
group_9824	SLU7
group_9825	SAFB1
group_9826	PPT1
group_9827	CY561
group_9828	MOG
group_9828	BT2A2
group_9830	ZN451
group_9831	YKT6
group_9832	ALDR
group_9833	BCL7A
group_9834	BTF3
group_9835	CCNL2
group_9836	MED21
group_9837	N4BP1
group_9838	KCTD1
group_9839	RT18A
group_9840	DAZP2
group_9841	AN34B
group_9842	DACT2
group_9843	PXDC2
group_9844	EI2BA
group_9845	H10
group_9846	HMCES
group_9847	TMX2
group_9848	FCL
group_9849	TIMP4
group_9850	GLRX2
group_9851	ZC3HD
group_9852	BAP31
group_9853	KRCC1
group_9854	VTA1
group_9855	SYNPO
group_9856	CDC37
group_9857	GSTO1
group_9858	SHSA4
group_9859	RL12
group_9861	PTN9
group_9862	OX2G
group_9863	HIG2A
group_9864	STML1
group_9865	PHC1
group_9867	RD23A
group_9868	EMB
group_9869	HPF1
group_9870	SSRB
group_9871	F155A
group_9872	DC2L1
group_9873	OSBL6
group_9874	BRD4
group_9875	PIN1
group_9876	TF3C6
group_9877	AIFM3
group_9878	UQCC3
group_9879	PP4R2
group_9880	SUCA
group_9881	PDGFA
group_9882	FNTB
group_9883	LMNA
group_9884	LCLT1
group_9885	SNX3
group_9886	M2OM
group_9888	PNPH
group_9889	INPP
group_9890	JUND
group_9891	RBM22
group_9892	ATF4
group_9893	FXYD5
group_9894	CC174
group_9895	RHG15
group_9896	S45A4
group_9898	RM40
group_9899	IRF2
group_98	MTMR5
group_98	MTMRD
group_9900	F102A
group_9901	SPAT2
group_9902	ZN251
group_9903	CNIH3
group_9904	STML2
group_9905	NUD18
group_9906	SCG3
group_9907	UHMK1
group_9908	VAMP3
group_9909	AIG1
group_9910	APC10
group_9911	LAMP2
group_9912	EPHX4
group_9913	ASGL1
group_9914	CATL1
group_9916	NAA10
group_9917	IF2P
group_9918	CRK
group_9918	PTN
group_9919	KITM
group_9920	AAR2
group_9921	S1PR1
group_9922	ZN260
group_9923	NIP7
group_9924	ZFN2A
group_9925	CTBL1
